"x","y","cell","avg_biomass_by_plot","count","mean","sd"
77000,1414000,2979,NA,0,21.2124527554388,1.78372264306441
93000,1414000,2981,67.540846990697,1,22.2173786131257,1.82726981719263
101000,1414000,2982,80.9745567326018,1,22.7323342078418,1.86316346954088
109000,1414000,2983,7.53429788806696,1,23.2453488085747,1.89866582487788
117000,1414000,2984,67.3526931352033,1,23.7485972669436,1.93019091241775
125000,1414000,2985,67.9235666063022,1,24.2332177758001,1.95902512191509
133000,1414000,2986,21.0485582778402,1,24.7012265105135,1.99571600843472
141000,1414000,2987,17.469777062039,3,25.1569554346749,2.05035338445245
149000,1414000,2988,64.8897071818713,2,25.6043939066332,2.12837209271314
157000,1414000,2989,37.3812528898427,1,26.0461635549321,2.22726877481636
37000,1406000,3270,51.0918478072718,2,20.0011659004169,2.03301298239842
45000,1406000,3271,24.9190077886229,2,20.2147148250454,1.93496235403294
53000,1406000,3272,4.99341119833585,1,20.4982755823295,1.86279333905484
61000,1406000,3273,NA,0,20.8426603764399,1.81664937165824
69000,1406000,3274,41.4354616138358,1,21.2305528346876,1.79573491483176
77000,1406000,3275,75.1624667094302,1,21.6502089202735,1.79498669169632
85000,1406000,3276,40.4635585713611,1,22.0889340697346,1.81105347175159
93000,1406000,3277,31.5998770397974,1,22.5375875403677,1.83840071174764
101000,1406000,3278,42.0198361668043,2,22.9896688780127,1.86808088571003
109000,1406000,3279,47.4955645506691,3,23.438678372484,1.88853714371209
117000,1406000,3280,54.180850527796,2,23.87902983291,1.89660930004168
125000,1406000,3281,6.8001227437927,2,24.3068241717521,1.89843597911464
133000,1406000,3282,24.7977143124044,1,24.7238931927372,1.90653744287952
141000,1406000,3283,23.7448457450899,1,25.1346179394336,1.9337994227456
149000,1406000,3284,2.22487143596474,1,25.5437331723038,1.98937916661157
157000,1406000,3285,63.7833929401437,1,25.9551668226908,2.07300599587651
165000,1406000,3286,16.9501260725389,1,26.3735406764198,2.17826686687075
173000,1406000,3287,17.0113179846144,2,26.8113538644174,2.29514318708039
189000,1406000,3289,54.3883576559847,2,NA,NA
21000,1398000,3564,18.1093320444133,1,20.6510382071164,2.35723314857226
29000,1398000,3565,6.29852935164826,1,20.7073911589121,2.20427791862321
37000,1398000,3566,27.230519298567,2,20.8191100750861,2.07520723332966
45000,1398000,3567,28.6219431394454,3,20.9959649701756,1.97260264048076
53000,1398000,3568,38.5248359799061,2,21.2354215774674,1.89842201773221
61000,1398000,3569,99.2694466299815,2,21.5304937373993,1.85194092443134
69000,1398000,3570,NA,0,21.8639045437397,1.83129842424624
77000,1398000,3571,NA,0,22.2237609099471,1.83080014348928
85000,1398000,3572,18.3082135525449,1,22.5980453241032,1.84523742533286
93000,1398000,3573,30.5980827893669,2,22.977890119811,1.86755368852205
101000,1398000,3574,2.17536256064421,1,23.3584538808742,1.8869883695973
109000,1398000,3575,10.7702726877212,2,23.7366683005364,1.89095354302752
117000,1398000,3576,15.2993172447755,3,24.1104706780563,1.8771146377291
125000,1398000,3577,9.23029902993613,1,24.4791905971834,1.85524575298289
133000,1398000,3578,33.4317592548276,3,24.8451538444722,1.83895951622037
141000,1398000,3579,43.3722769425205,2,25.212151220443,1.84267352512426
149000,1398000,3580,4.55051474889815,1,25.5839748831578,1.87706722675752
157000,1398000,3581,25.1790372898376,2,25.9658677301208,1.94400463938254
165000,1398000,3582,12.5021772628172,2,26.3595234581107,2.04010422745033
173000,1398000,3583,23.7922228956963,2,26.7749795327992,2.15585059634776
181000,1398000,3584,4.43700913113259,1,27.2303348800809,2.27889995398056
189000,1398000,3585,29.4981469154439,2,27.7399972152799,2.39818666522612
197000,1398000,3586,18.2852859928775,1,NA,NA
205000,1398000,3587,61.2640294694954,1,NA,NA
213000,1398000,3588,81.3727087508966,1,NA,NA
5000,1390000,3858,NA,0,21.7142192566788,2.8462439916316
21000,1390000,3860,NA,0,21.6766177242499,2.45822989349895
29000,1390000,3861,NA,0,21.7138273985866,2.29432765042956
37000,1390000,3862,12.0354390193171,2,21.800698351282,2.15516822064818
45000,1390000,3863,77.7847779773448,1,21.9480340803225,2.04327657075396
53000,1390000,3864,8.12259222899406,2,22.1475007759264,1.96184793216858
69000,1390000,3866,59.6447384542074,1,22.662929745886,1.8875354214886
77000,1390000,3867,2.22487143596474,1,22.958487471574,1.88300105259305
85000,1390000,3868,5.41491733498078,1,23.2623727060123,1.89203504420426
93000,1390000,3869,11.951654374037,2,23.5667783744878,1.90571606859367
101000,1390000,3870,28.512015518509,2,23.8700252310902,1.91174157475793
109000,1390000,3871,16.7042029138937,2,24.1726295818886,1.90012258234412
117000,1390000,3872,13.4153068881348,1,24.4766493080414,1.8694243774018
125000,1390000,3873,48.3010764845364,3,24.7836706284029,1.829229256304
133000,1390000,3874,22.9676905178358,3,25.097547693738,1.79362396949633
141000,1390000,3875,110.110031259778,2,25.4223086864701,1.77731591633287
149000,1390000,3876,38.7152266055153,3,25.7599216273826,1.79204472456741
157000,1390000,3877,57.7627138402983,1,26.1112252614544,1.8427839705599
165000,1390000,3878,61.2229552874224,3,26.4780315026513,1.92733820261085
173000,1390000,3879,NA,0,26.8689350321742,2.03671019407628
181000,1390000,3880,NA,0,27.2990802514774,2.15796906767503
189000,1390000,3881,4.59017815583944,1,27.7876665650019,2.27683187453556
197000,1390000,3882,27.2510016800478,3,28.3590433713068,2.37773323384942
205000,1390000,3883,62.8553963502427,2,29.0123119654456,2.45745076048279
213000,1390000,3884,61.5009116009976,3,29.727780878345,2.52500087914557
221000,1390000,3885,NA,0,30.4859537097182,2.58851309074731
13000,1382000,4155,19.3799780242122,1,22.8766345333166,2.8015220574441
29000,1382000,4157,35.5274958664288,1,22.891855363842,2.42608360823008
69000,1382000,4162,3.17386152026721,1,23.6521161787129,1.95815134415009
77000,1382000,4163,12.9822962693903,2,23.880640204296,1.94548992912376
85000,1382000,4164,NA,0,24.1105490615409,1.94603164548568
93000,1382000,4165,15.598116431792,1,24.3355679537937,1.94971284552483
101000,1382000,4166,52.9345846669481,1,24.5582530924269,1.9430249051411
109000,1382000,4167,33.2554724324246,1,24.7818711764489,1.91863179366317
117000,1382000,4168,21.7792403340695,3,25.0136277764487,1.87484425841616
125000,1382000,4169,NA,0,25.2553666245401,1.82185292682251
133000,1382000,4170,25.5218758474119,4,25.5148603487659,1.77227696953714
141000,1382000,4171,12.4501926593489,1,25.7968213336943,1.74020656832755
149000,1382000,4172,39.3287462048321,1,26.0997923670884,1.73826255715025
157000,1382000,4173,25.3496964290901,4,26.4189395875297,1.77346640568798
165000,1382000,4174,66.5508815703569,2,26.7549951975047,1.84469985461481
173000,1382000,4175,7.22505384941774,1,27.1162805554386,1.94350107347875
181000,1382000,4176,62.6059366300498,3,27.5168799296011,2.05704352000366
189000,1382000,4177,16.8341303734636,2,27.9770950008208,2.1703562084482
197000,1382000,4178,93.1853724992109,4,28.5233922616105,2.26824789895318
205000,1382000,4179,NA,0,29.1535042405203,2.34768186546538
213000,1382000,4180,NA,0,29.8508048631546,2.41384992523434
221000,1382000,4181,20.8366264812223,1,30.5953710847979,2.47328485556362
229000,1382000,4182,11.8267326067742,1,NA,NA
245000,1382000,4184,47.1830883965092,2,NA,NA
253000,1382000,4185,55.431554435145,1,33.5327203284141,2.75961777989162
261000,1382000,4186,NA,0,34.1282534099857,2.8589974758165
277000,1382000,4188,16.1482307825463,1,35.0448363302989,3.09439183043224
285000,1382000,4189,17.9292596468219,1,35.3640199224195,3.22384111823443
-19000,1374000,4447,30.6213278053088,1,24.4653806380354,3.98872650508112
5000,1374000,4450,74.6059014013829,1,24.2792823818586,3.23300877742888
21000,1374000,4452,2.3582367820069,1,24.2306681129894,2.79207147072646
29000,1374000,4453,2.49613388469122,1,24.2508692467682,2.59896101006352
37000,1374000,4454,31.7697961559761,1,24.3121643529288,2.42688610299984
53000,1374000,4456,15.2414304514394,2,24.5421097367757,2.16833034524798
69000,1374000,4458,26.3937260718853,1,24.85129644253,2.04156188729971
85000,1374000,4460,22.1791573342224,3,25.1704171920285,2.00589193987445
93000,1374000,4461,NA,0,25.3181646658545,1.99748217420169
101000,1374000,4462,33.2560052786409,1,25.459553480252,1.9803205299667
109000,1374000,4463,4.27243555502283,2,25.6047973881371,1.94555668024883
117000,1374000,4464,39.8855694316371,2,25.7612857306223,1.89364286829081
125000,1374000,4465,12.7128394857529,2,25.9335976983458,1.83360623685573
133000,1374000,4466,13.3546767347068,1,26.1366277075161,1.77538414820563
141000,1374000,4467,53.5841308703364,3,26.3723873531527,1.73260857321418
149000,1374000,4468,44.1494568676141,2,26.6359897238129,1.71806731068131
157000,1374000,4469,NA,0,26.9160177238621,1.73974878902658
165000,1374000,4470,NA,0,27.213742605345,1.79698619325401
173000,1374000,4471,2.34459401246355,1,27.5383443713214,1.88182846180446
181000,1374000,4472,17.3251674462696,1,27.9037626151311,1.98211194329845
189000,1374000,4473,12.0991648151953,1,28.3287428342067,2.08411491410356
197000,1374000,4474,79.6640374115431,4,28.8317280187694,2.17594521786066
205000,1374000,4475,43.8993296765896,3,29.4202587280989,2.25177467368011
213000,1374000,4476,111.91199664243,1,30.0764621881848,2.31521613240823
221000,1374000,4477,12.2715914889287,2,30.7825370089024,2.36951097335212
229000,1374000,4478,NA,0,31.5121932618563,2.421534739339
237000,1374000,4479,97.634934032517,2,32.2369315221163,2.47659855379329
245000,1374000,4480,10.4218179526949,1,32.926123321884,2.53896953497409
253000,1374000,4481,14.5254503271141,1,33.553331451751,2.61255747461949
261000,1374000,4482,62.3463481035666,2,34.1037535449217,2.70152840284314
269000,1374000,4483,21.5798472274686,2,34.5656603195069,2.80629759595774
277000,1374000,4484,47.2775078952557,2,34.9183200112655,2.91925385087591
285000,1374000,4485,33.4142927218822,3,35.1871417614712,3.04267090789017
301000,1374000,4487,39.818367458571,1,NA,NA
29000,1366000,4749,26.5385882984675,1,25.8022123389525,2.80925687125844
85000,1366000,4756,23.688814062126,1,26.4647216486901,2.07553651895967
93000,1366000,4757,NA,0,26.541115240027,2.05386314914046
101000,1366000,4758,2.78569044575284,1,26.6074806403289,2.02607640480347
109000,1366000,4759,13.4422793047305,1,26.6769246948399,1.98376900234476
117000,1366000,4760,23.5022968385858,2,26.756959604716,1.92816881517317
125000,1366000,4761,7.89196044877258,1,26.8614498764082,1.86499449951878
149000,1366000,4764,NA,0,27.4006978293526,1.73248647048742
157000,1366000,4765,NA,0,27.6283333440589,1.74395490341783
165000,1366000,4766,2.17536256064421,1,27.8763823445789,1.7877417467533
173000,1366000,4767,NA,0,28.1545536114221,1.8563364474947
181000,1366000,4768,1.753950350284,1,28.4747645757211,1.93903211386575
189000,1366000,4769,21.2945667271949,3,28.8530663990113,2.02415662880121
197000,1366000,4770,32.5065954769631,2,29.3052526271939,2.10193619539635
205000,1366000,4771,46.2281700916607,5,29.8313717200072,2.16848234411562
213000,1366000,4772,63.2872233601946,2,30.4229594417582,2.22364187975912
221000,1366000,4773,50.7281554969196,3,31.0576602608869,2.27151488167772
229000,1366000,4774,2.63860466565197,1,31.7153915705119,2.31396714598987
237000,1366000,4775,20.1425467727247,2,32.3659350849595,2.35609957827468
245000,1366000,4776,13.0486030125672,1,32.9773542938366,2.40263238590656
253000,1366000,4777,20.5911457602195,2,33.5288696584065,2.46107239259492
261000,1366000,4778,59.6404506609124,2,34.0013372653049,2.53465059990042
269000,1366000,4779,26.628563138456,2,34.3898113471406,2.62616937595836
277000,1366000,4780,74.9062320705174,1,34.6764881254635,2.72858004934531
285000,1366000,4781,28.5990147264179,2,34.8871031542652,2.84398053629212
293000,1366000,4782,60.0209115243021,3,35.0371862491151,2.96914288643163
301000,1366000,4783,49.1552254992477,1,35.1237052427445,3.09337703097
309000,1366000,4784,59.6815677703427,1,NA,NA
-27000,1358000,5038,NA,0,NA,NA
29000,1358000,5045,20.2129817908235,1,27.5637481355754,3.04755202648064
37000,1358000,5046,17.3412770281168,1,27.6210176536762,2.82953087415293
77000,1358000,5051,NA,0,27.9817264562488,2.20115318753548
85000,1358000,5052,NA,0,28.011748429383,2.16065718120433
93000,1358000,5053,8.95192050605035,1,28.0228910238875,2.12683948826222
101000,1358000,5054,42.8896074421312,3,28.0210558789863,2.08963322456604
109000,1358000,5055,7.00907404256007,3,28.0174724622656,2.04241222740811
117000,1358000,5056,67.9941867797014,4,28.0247481579949,1.98486377905839
125000,1358000,5057,30.363495571499,3,28.0637244161492,1.92039884318564
133000,1358000,5058,16.212929561217,3,28.1480774972497,1.85723739648726
141000,1358000,5059,NA,0,28.2696139272825,1.80762243238192
149000,1358000,5060,NA,0,28.4153314442257,1.7823941042084
157000,1358000,5061,NA,0,28.5782502091704,1.78677126346361
165000,1358000,5062,17.3329396969033,2,28.7640822112788,1.81831097561645
173000,1358000,5063,NA,0,28.9857306930086,1.86912273727675
181000,1358000,5064,19.0348518243458,2,29.249472224503,1.93058938691585
189000,1358000,5065,46.590739563458,1,29.566103928705,1.99364782640023
197000,1358000,5066,23.9853331335416,1,29.9549086177284,2.04950929993132
205000,1358000,5067,18.054411063807,3,30.403417885371,2.0977157972504
213000,1358000,5068,36.7426439013837,4,30.8996169702431,2.13909541747754
221000,1358000,5069,81.7664605356968,2,31.4289668211786,2.17452950777388
229000,1358000,5070,52.8320151801101,3,31.9762827701298,2.20305346831516
237000,1358000,5071,21.109911166759,2,32.5135965624577,2.23104460108548
245000,1358000,5072,3.46866333763446,1,33.0112022901079,2.26207890244917
253000,1358000,5073,53.7760464259694,3,33.4468293407956,2.30194155251703
261000,1358000,5074,16.7437315468147,1,33.8131221556686,2.35864783791502
269000,1358000,5075,36.4796088353717,3,34.103323560613,2.43387504690509
277000,1358000,5076,61.1726831814641,1,34.3126785210371,2.52423047600791
285000,1358000,5077,31.7838970314516,4,34.4569117022197,2.62907779189173
293000,1358000,5078,45.9816615761494,3,34.5491205331467,2.74456783881999
301000,1358000,5079,53.4959259882705,2,34.5937600960388,2.8628466262091
309000,1358000,5080,14.7384450519292,1,34.5781779963066,2.96983441305993
317000,1358000,5081,29.1152896338679,2,34.5244107878876,3.06454661870153
-19000,1350000,5335,62.3540382667477,1,29.3995905113034,5.00441664140134
13000,1350000,5339,NA,0,29.4757792494892,3.82354580064326
21000,1350000,5340,63.7261433792749,3,29.5018638502757,3.55706175011542
29000,1350000,5341,90.6214422429754,2,29.5420773863423,3.30374865290997
53000,1350000,5344,112.328517827211,1,29.7411068118221,2.65711635038529
69000,1350000,5346,15.0387304513368,1,29.8293530865671,2.40192202244061
77000,1350000,5347,NA,0,29.8362641347919,2.32546889497418
93000,1350000,5349,88.1008567874337,3,29.7680658178571,2.2270105178752
101000,1350000,5350,13.4299490675808,2,29.7035792977201,2.18249959074245
109000,1350000,5351,12.175748195941,1,29.6351909992296,2.13023184087881
117000,1350000,5352,10.4643336073291,5,29.5797279147151,2.06908554492747
125000,1350000,5353,42.9217681042562,2,29.5540035017164,2.00343863379623
133000,1350000,5354,42.1507446155832,1,29.5670445670397,1.94180031371857
165000,1350000,5358,55.4951865627909,1,29.9005107960235,1.88637008921202
173000,1350000,5359,NA,0,30.0571287332854,1.9182511874011
181000,1350000,5360,NA,0,30.2544005568008,1.95535216212295
189000,1350000,5361,28.3632748418716,2,30.4960567783018,1.9915532626474
197000,1350000,5362,17.1875003806448,2,30.7965056876593,2.02069393110649
205000,1350000,5363,12.3241887584234,2,31.1394581754794,2.0448412057323
213000,1350000,5364,42.4662440661579,2,31.5113507329421,2.0658960990643
221000,1350000,5365,39.268710189814,3,31.9025338067675,2.08307489463755
229000,1350000,5366,41.8237739187414,1,32.3013154202931,2.0944874976687
237000,1350000,5367,7.21779339998734,3,32.6850031098337,2.10527129140829
245000,1350000,5368,24.2454153808516,3,33.0313396059735,2.12041989334334
253000,1350000,5369,3.84576188671319,2,33.3225856147967,2.14386304757563
261000,1350000,5370,7.08215144396244,4,33.5566291646024,2.18380670096285
269000,1350000,5371,30.7589789895216,2,33.730360231053,2.24191237898585
277000,1350000,5372,19.2604512267374,3,33.8414500436193,2.31552911836358
285000,1350000,5373,19.3632999966414,5,33.9078689274263,2.40572735767649
293000,1350000,5374,27.3064289962225,3,33.9328502493036,2.50622658487265
301000,1350000,5375,56.1861065429659,2,33.9305564084174,2.61360175920122
309000,1350000,5376,49.8605644847331,3,33.9023442395818,2.71970392654862
317000,1350000,5377,58.7555969411905,2,33.8560721676253,2.81873378132812
333000,1350000,5379,192.523454803036,1,NA,NA
21000,1342000,5636,95.9341758286424,1,31.6704241332209,3.84870592850809
29000,1342000,5637,31.9533663025913,1,31.7321231287321,3.56861276465008
77000,1342000,5643,31.9802634288517,1,31.9351399028585,2.4768034090976
93000,1342000,5645,NA,0,31.7719767711142,2.36022744944167
101000,1342000,5646,52.3927645576764,1,31.6514642719,2.30934360827361
109000,1342000,5647,74.4614082982986,4,31.5254361593392,2.25057253425064
117000,1342000,5648,41.1116821064591,2,31.4126239568724,2.18377002828441
125000,1342000,5649,NA,0,31.3276321089816,2.1147964738143
133000,1342000,5650,99.9132741252434,2,31.2745412325205,2.05359088898513
141000,1342000,5651,110.721173926087,2,31.2585311404677,2.00649018486955
157000,1342000,5653,120.990964897599,1,31.2791730532428,1.97534918626093
165000,1342000,5654,36.4999686382139,2,31.3181157307845,1.98413210141276
173000,1342000,5655,25.1617260116918,3,31.3954925202792,1.99752230737883
181000,1342000,5656,49.0057506427416,2,31.5104495425846,2.00949984627906
189000,1342000,5657,NA,0,31.6577018445367,2.01666104830996
197000,1342000,5658,2.18621296813625,2,31.8399443057671,2.01693312570932
205000,1342000,5659,NA,0,32.0463157941297,2.01352535506559
213000,1342000,5660,30.3171932525314,2,32.2629429433158,2.01024440664458
221000,1342000,5661,47.6534666721208,4,32.4846845933153,2.00555523709184
229000,1342000,5662,55.2621386572632,3,32.6991957295791,1.99964304137503
237000,1342000,5663,20.7473306958545,3,32.8939539664137,1.99283789916238
245000,1342000,5664,70.5402737185509,2,33.0552282837858,1.9911888769615
253000,1342000,5665,40.8846575000667,4,33.1749886011944,1.9996630181896
261000,1342000,5666,19.7651049721183,3,33.2526178640658,2.02288554688867
269000,1342000,5667,35.3168549408496,3,33.2859408176534,2.06045464411886
277000,1342000,5668,2.15987490113863,1,33.2846239095096,2.11435329228969
285000,1342000,5669,10.5347291326268,2,33.2601554557799,2.18470935967925
293000,1342000,5670,37.8131818730142,3,33.2196841292284,2.26796331584684
301000,1342000,5671,40.7537241516649,3,33.1751124273968,2.36172978921796
309000,1342000,5672,41.419635657071,5,33.1360015104773,2.46260950218575
317000,1342000,5673,36.3023378419971,2,33.1093835865853,2.56534780667038
349000,1342000,5677,75.5545341743877,1,33.5636816998032,3.02780723888629
-19000,1334000,5927,NA,0,33.5277668636814,5.83160354236521
21000,1334000,5932,93.9423452095596,1,34.0294614585765,4.145247124744
37000,1334000,5934,75.8806852002923,1,34.1995417866995,3.54747882403214
53000,1334000,5936,33.0719386008537,1,34.3226890502287,3.06403158069471
85000,1334000,5940,NA,0,34.1578436011626,2.58255249612082
93000,1334000,5941,NA,0,34.0173082170484,2.52443746995364
101000,1334000,5942,NA,0,33.8492810619383,2.46461869460754
133000,1334000,5946,142.41050212655,1,33.2558723145073,2.18674054374227
141000,1334000,5947,132.480216866161,1,33.1722613591374,2.14206235692464
149000,1334000,5948,55.8549149851379,5,33.1063567495311,2.1171676768426
157000,1334000,5949,20.6615427935706,5,33.054839383325,2.10728497091999
165000,1334000,5950,51.9470048599069,4,33.0265512724087,2.10272058350965
173000,1334000,5951,22.9478989190867,2,33.0177094054157,2.09804648078122
181000,1334000,5952,4.46248294353243,2,33.0248952214255,2.08780058716274
189000,1334000,5953,25.70613917226,2,33.0491389535304,2.06747948782639
197000,1334000,5954,35.058906509209,1,33.0863546012204,2.0383196960441
205000,1334000,5955,67.3088302128178,3,33.1274029122903,2.00588046410321
213000,1334000,5956,13.6104253239768,1,33.159018523612,1.97692756090625
221000,1334000,5957,2.34651162646486,1,33.1768792448945,1.95206072046239
229000,1334000,5958,57.2741403771735,4,33.1765293170955,1.92937233513938
237000,1334000,5959,40.8720966976681,1,33.1534689073776,1.90757467807804
245000,1334000,5960,78.800001977999,3,33.1035434236321,1.89083486327965
253000,1334000,5961,83.9757041824851,4,33.0263794643436,1.88376989207171
261000,1334000,5962,109.243123126881,3,32.9255487910838,1.88870575555062
269000,1334000,5963,129.807307343553,3,32.8070133951998,1.90598829268387
277000,1334000,5964,93.153245545155,4,32.6822980131703,1.93729253373624
285000,1334000,5965,29.5965382001409,2,32.5631365533047,1.98506926271175
293000,1334000,5966,42.2954536187965,2,32.4562947108878,2.0476004831544
301000,1334000,5967,36.5703817331588,3,32.3729088087278,2.12439483478887
309000,1334000,5968,54.5747593661698,3,32.3264215006322,2.21574468555995
317000,1334000,5969,53.2338204243303,4,32.3276519824842,2.31914950550178
325000,1334000,5970,13.3120158038368,2,NA,NA
333000,1334000,5971,25.1807594855646,2,32.5315029639024,2.56071539559098
341000,1334000,5972,267.310789217623,1,32.7544846115082,2.69481751516829
349000,1334000,5973,54.6505940918666,2,33.0649612827692,2.83091887421614
29000,1326000,6229,34.1652927967568,1,36.6698855315013,4.09624491428109
53000,1326000,6232,3.0150612098458,1,36.9003836131077,3.27386762056084
61000,1326000,6233,2.71156812110921,1,36.910777568207,3.0906447662337
69000,1326000,6234,NA,0,36.8695657695918,2.94987065805835
85000,1326000,6236,34.7349050658918,1,36.6425512703658,2.77377328481973
93000,1326000,6237,18.5429401826916,1,36.463722252975,2.71053510620853
101000,1326000,6238,33.0072344102435,2,36.2511082961569,2.63962021927315
117000,1326000,6240,135.571004657574,1,35.8145169208012,2.4763301295987
149000,1326000,6244,42.2996426514356,2,35.206142681452,2.26691066626037
157000,1326000,6245,21.8193698452394,3,35.0964446291823,2.25142849286333
165000,1326000,6246,54.6364317719159,4,34.9978055452845,2.23596249673723
173000,1326000,6247,63.1952019126233,2,34.8972172266656,2.21561295208604
181000,1326000,6248,6.92086170354778,2,34.7878081010065,2.18400980797662
189000,1326000,6249,39.6075194651544,3,34.6675446306332,2.13817198409809
197000,1326000,6250,43.8812465273534,3,34.5320809936947,2.08178295404885
205000,1326000,6251,3.71295353878523,2,34.3745196128758,2.02396132797989
213000,1326000,6252,NA,0,34.1888243152473,1.97286416130057
